id,label
899,其他生活服务
900,其他生活服务
901,地址/地标
902,美食
903,美食
904,无意义/闲聊
905,其他生活服务
906,超市
907,其他生活服务
908,其他生活服务
909,其他生活服务
910,美食
911,地址/地标
912,无意义/闲聊
913,美食
914,超市
915,美食
916,美食
917,地址/地标
918,地址/地标
919,其他生活服务
920,无意义/闲聊
921,其他生活服务
922,无意义/闲聊
923,无意义/闲聊
924,旅游
925,其他生活服务
926,无意义/闲聊
927,其他生活服务
928,美食
929,美食
930,美食
931,美食
932,无意义/闲聊
933,地址/地标
934,超市
935,其他生活服务
936,美食
937,美食
938,无意义/闲聊
939,KTV
940,美食
941,其他生活服务
942,美食
943,其他生活服务
944,美食
945,美食
946,美食
947,其他生活服务
948,超市
949,美食
950,美食
951,无意义/闲聊
952,无意义/闲聊
953,按摩
954,美食
955,无意义/闲聊
956,无意义/闲聊
957,其他生活服务
958,美食
959,美食
960,无意义/闲聊
961,无意义/闲聊
962,美食
963,美食
964,超市
965,其他生活服务
966,美食
967,无意义/闲聊
968,电影
969,其他生活服务
970,其他生活服务
971,地址/地标
972,美食
973,其他生活服务
974,旅游
975,其他生活服务
976,其他生活服务
977,其他生活服务
978,其他生活服务
979,其他生活服务
980,按摩
981,其他生活服务
982,美食
983,美食
984,超市
985,其他生活服务
986,美食
987,无意义/闲聊
988,地址/地标
989,地址/地标
990,美食
991,无意义/闲聊
992,其他生活服务
993,美食
994,无意义/闲聊
995,美食
996,其他生活服务
997,无意义/闲聊
998,其他生活服务
999,无意义/闲聊
1000,无意义/闲聊
1001,美食
1002,美食
1003,美食
1004,旅游
1005,美食
1006,美食
1007,其他生活服务
1008,无意义/闲聊
1009,美食
1010,其他生活服务
1011,美食
1012,无意义/闲聊
1013,美食
1014,美食
1015,其他生活服务
1016,美食
1017,美食
1018,其他生活服务
1019,其他生活服务
1020,美食
1021,美食
1022,其他生活服务
1023,无意义/闲聊
1024,其他生活服务
1025,按摩
1026,其他生活服务
1027,其他生活服务
1028,美食
1029,美食
1030,美食
1031,其他生活服务
1032,美食
1033,美食
1034,美食
1035,美食
1036,其他生活服务
1037,美食
1038,美食
1039,美食
1040,其他生活服务
1041,美食
1042,美食
1043,美食
1044,其他生活服务
1045,美食
1046,美食
1047,美食
1048,美食
1049,美食
1050,其他生活服务
1051,美食
1052,无意义/闲聊
1053,无意义/闲聊
1054,美食
1055,地址/地标
1056,美食
1057,无意义/闲聊
1058,无意义/闲聊
1059,美食
1060,超市
1061,其他生活服务
1062,超市
1063,美食
1064,超市
1065,其他生活服务
1066,美食
1067,美食
1068,地址/地标
1069,其他生活服务
1070,其他生活服务
1071,其他生活服务
1072,美食
1073,其他生活服务
1074,其他生活服务
1075,美食
1076,无意义/闲聊
1077,美食
1078,其他生活服务
1079,美食
1080,美食
1081,美食
1082,其他生活服务
1083,其他生活服务
1084,超市
1085,无意义/闲聊
1086,旅游
1087,无意义/闲聊
1088,地址/地标
1089,美食
1090,美食
1091,美食
1092,美食
1093,按摩
1094,地址/地标
1095,其他生活服务
1096,美食
1097,美食
1098,美食
1099,美食
1100,美食
1101,无意义/闲聊
1102,无意义/闲聊
1103,美食
1104,其他生活服务
1105,美食
1106,电影
1107,无意义/闲聊
1108,美食
1109,其他生活服务
1110,美食
1111,地址/地标
1112,美食
1113,美食
1114,美食
1115,其他生活服务
1116,美食
1117,无意义/闲聊
1118,其他生活服务
1119,美食
1120,其他生活服务
1121,美食
1122,美食
1123,其他生活服务
1124,美食
1125,其他生活服务
1126,其他生活服务
1127,无意义/闲聊
1128,其他生活服务
1129,美食
1130,美食
1131,其他生活服务
1132,无意义/闲聊
1133,无意义/闲聊
1134,美食
1135,美食
1136,美食
1137,美食
1138,其他生活服务
1139,美食
1140,美食
1141,超市
1142,无意义/闲聊
1143,美食
1144,美食
1145,美食
1146,其他生活服务
1147,无意义/闲聊
1148,地址/地标
1149,其他生活服务
1150,其他生活服务
1151,美食
1152,其他生活服务
1153,无意义/闲聊
1154,美食
1155,无意义/闲聊
1156,美食
1157,其他生活服务
1158,无意义/闲聊
1159,无意义/闲聊
1160,美食
1161,美食
1162,美食
1163,超市
1164,美食
1165,美食
1166,无意义/闲聊
1167,其他生活服务
1168,其他生活服务
1169,美食
1170,旅游
1171,美食
1172,其他生活服务
1173,美食
1174,地址/地标
1175,无意义/闲聊
1176,美食
1177,美食
1178,美食
1179,美食
1180,电影
1181,无意义/闲聊
1182,无意义/闲聊
1183,无意义/闲聊
1184,交通
1185,其他生活服务
1186,无意义/闲聊
1187,其他生活服务
1188,无意义/闲聊
1189,美食
1190,其他生活服务
1191,其他生活服务
1192,美食
1193,其他生活服务
1194,美食
1195,其他生活服务
1196,美食
1197,美食
1198,美食
1199,美食
1200,其他生活服务
1201,无意义/闲聊
1202,美食
1203,地址/地标
1204,其他生活服务
1205,超市
1206,超市
1207,无意义/闲聊
1208,美食
1209,无意义/闲聊
1210,其他生活服务
1211,无意义/闲聊
1212,美食
1213,其他生活服务
1214,美食
1215,地址/地标
1216,美食
1217,美食
1218,美食
1219,美食
1220,其他生活服务
1221,美食
1222,其他生活服务
1223,其他生活服务
1224,其他生活服务
1225,地址/地标
1226,无意义/闲聊
1227,无意义/闲聊
1228,美食
1229,美食
1230,美食
1231,美食
1232,美食
1233,无意义/闲聊
1234,其他生活服务
1235,超市
1236,旅游
1237,无意义/闲聊
1238,美食
1239,无意义/闲聊
1240,其他生活服务
1241,地址/地标
1242,其他生活服务
1243,美食
1244,美食
1245,无意义/闲聊
1246,美食
1247,其他生活服务
1248,美食
1249,无意义/闲聊
1250,无意义/闲聊
1251,无意义/闲聊
1252,美食
1253,美食
1254,无意义/闲聊
1255,美食
1256,其他生活服务
1257,美食
1258,其他生活服务
1259,美食
1260,地址/地标
1261,其他生活服务
1262,美食
1263,其他生活服务
1264,地址/地标
1265,美食
1266,其他生活服务
1267,美食
1268,无意义/闲聊
1269,无意义/闲聊
1270,其他生活服务
1271,超市
1272,无意义/闲聊
1273,美食
1274,其他生活服务
1275,其他生活服务
1276,美食
1277,其他生活服务
1278,美食
1279,美食
1280,地址/地标
1281,美食
1282,无意义/闲聊
1283,无意义/闲聊
1284,美食
1285,无意义/闲聊
1286,无意义/闲聊
1287,其他生活服务
1288,其他生活服务
1289,其他生活服务
1290,其他生活服务
1291,其他生活服务
1292,美食
1293,无意义/闲聊
1294,其他生活服务
1295,旅游
1296,美食
1297,美食
1298,美食
1299,其他生活服务
1300,其他生活服务
1301,其他生活服务
1302,美食
1303,无意义/闲聊
1304,无意义/闲聊
1305,无意义/闲聊
1306,美食
1307,其他生活服务
1308,无意义/闲聊
1309,美食
1310,美食
1311,美食
1312,无意义/闲聊
1313,其他生活服务
1314,无意义/闲聊
1315,无意义/闲聊
1316,美食
1317,其他生活服务
1318,美食
1319,美食
1320,无意义/闲聊
1321,美食
1322,无意义/闲聊
1323,美食
1324,其他生活服务
1325,其他生活服务
1326,无意义/闲聊
1327,无意义/闲聊
1328,其他生活服务
1329,旅游
1330,无意义/闲聊
1331,无意义/闲聊
1332,地址/地标
1333,地址/地标
1334,旅游
1335,美食
1336,其他生活服务
1337,美食
1338,美食
1339,无意义/闲聊
1340,美食
1341,其他生活服务
1342,美食
1343,美食
1344,美食
1345,美食
1346,其他生活服务
1347,无意义/闲聊
1348,美食
1349,美食
1350,其他生活服务
1351,按摩
1352,无意义/闲聊
1353,美食
1354,按摩
1355,美食
1356,旅游
1357,超市
1358,其他生活服务
1359,美食
1360,美食
1361,其他生活服务
1362,美食
1363,旅游
1364,其他生活服务
1365,美食
1366,美食
1367,无意义/闲聊
1368,美食
1369,其他生活服务
1370,旅游
1371,无意义/闲聊
1372,美食
1373,美食
1374,无意义/闲聊
1375,超市
1376,旅游
1377,美食
1378,美食
1379,其他生活服务
1380,超市
1381,无意义/闲聊
1382,超市
1383,美食
1384,美食
1385,美食
1386,无意义/闲聊
1387,无意义/闲聊
1388,美食
1389,其他生活服务
1390,美食
1391,超市
1392,美食
1393,无意义/闲聊
1394,美食
1395,无意义/闲聊
1396,美食
1397,其他生活服务
1398,无意义/闲聊
1399,无意义/闲聊
1400,美食
1401,其他生活服务
1402,无意义/闲聊
1403,无意义/闲聊
1404,美食
1405,其他生活服务
1406,美食
1407,其他生活服务
1408,无意义/闲聊
1409,旅游
1410,其他生活服务
1411,无意义/闲聊
1412,美食
1413,无意义/闲聊
1414,美食
1415,美食
1416,美食
1417,美食
1418,美食
1419,其他生活服务
1420,无意义/闲聊
1421,美食
1422,美食
1423,其他生活服务
1424,美食
1425,美食
1426,无意义/闲聊
1427,无意义/闲聊
1428,无意义/闲聊
1429,美食
1430,其他生活服务
1431,美食
1432,其他生活服务
1433,美食
1434,美食
1435,其他生活服务
1436,美食
1437,无意义/闲聊
1438,旅游
1439,美食
1440,超市
1441,其他生活服务
1442,美食
1443,美食
1444,美食
1445,其他生活服务
1446,其他生活服务
1447,美食
1448,无意义/闲聊
1449,美食
1450,无意义/闲聊
1451,美食
1452,美食
1453,其他生活服务
1454,美食
1455,无意义/闲聊
1456,美食
1457,美食
1458,美食
1459,美食
1460,美食
1461,其他生活服务
1462,美食
1463,美食
1464,按摩
1465,其他生活服务
1466,美食
1467,美食
1468,其他生活服务
1469,美食
1470,无意义/闲聊
1471,旅游
1472,其他生活服务
1473,美食
1474,美食
1475,其他生活服务
1476,美食
1477,其他生活服务
1478,无意义/闲聊
1479,无意义/闲聊
1480,无意义/闲聊
1481,美食
1482,其他生活服务
1483,无意义/闲聊
1484,无意义/闲聊
1485,其他生活服务
1486,其他生活服务
1487,其他生活服务
1488,其他生活服务
1489,美食
1490,超市
1491,美食
1492,其他生活服务
1493,美食
1494,其他生活服务
1495,无意义/闲聊
1496,其他生活服务
1497,美食
1498,无意义/闲聊
1499,其他生活服务
1500,其他生活服务
1501,美食
1502,美食
1503,其他生活服务
1504,其他生活服务
1505,旅游
1506,KTV
1507,无意义/闲聊
1508,其他生活服务
1509,美食
1510,美食
1511,其他生活服务
1512,其他生活服务
1513,无意义/闲聊
1514,无意义/闲聊
1515,地址/地标
1516,其他生活服务
1517,其他生活服务
1518,美食
1519,其他生活服务
1520,无意义/闲聊
1521,美食
1522,美食
1523,美食
1524,美食
1525,无意义/闲聊
1526,其他生活服务
1527,按摩
1528,美食
1529,旅游
1530,无意义/闲聊
1531,美食
1532,美食
1533,美食
1534,美食
1535,其他生活服务
1536,其他生活服务
1537,其他生活服务
1538,美食
1539,其他生活服务
1540,美食
1541,美食
1542,电影
1543,美食
1544,美食
1545,无意义/闲聊
1546,美食
1547,美食
1548,无意义/闲聊
1549,美食
1550,无意义/闲聊
1551,无意义/闲聊
1552,其他生活服务
1553,美食
1554,无意义/闲聊
1555,美食
1556,其他生活服务
1557,其他生活服务
1558,无意义/闲聊
1559,无意义/闲聊
1560,美食
1561,其他生活服务
1562,其他生活服务
1563,美食
1564,美食
1565,无意义/闲聊
1566,无意义/闲聊
1567,美食
1568,美食
1569,无意义/闲聊
1570,美食
1571,其他生活服务
1572,其他生活服务
1573,美食
1574,其他生活服务
1575,无意义/闲聊
1576,美食
1577,无意义/闲聊
1578,美食
1579,其他生活服务
1580,旅游
1581,无意义/闲聊
1582,电影
1583,其他生活服务
1584,美食
1585,其他生活服务
1586,美食
1587,超市
1588,其他生活服务
1589,无意义/闲聊
1590,美食
1591,其他生活服务
1592,其他生活服务
1593,无意义/闲聊
1594,其他生活服务
1595,其他生活服务
1596,无意义/闲聊
1597,无意义/闲聊
1598,其他生活服务
1599,无意义/闲聊
1600,无意义/闲聊
1601,其他生活服务
1602,其他生活服务
1603,美食
1604,无意义/闲聊
1605,美食
1606,美食
1607,地址/地标
1608,美食
1609,其他生活服务
1610,美食
1611,其他生活服务
1612,无意义/闲聊
1613,美食
1614,其他生活服务
1615,无意义/闲聊
1616,美食
1617,美食
1618,美食
1619,超市
1620,其他生活服务
1621,其他生活服务
1622,无意义/闲聊
1623,其他生活服务
1624,美食
1625,无意义/闲聊
1626,无意义/闲聊
1627,美食
1628,无意义/闲聊
1629,美食
1630,旅游
1631,美食
1632,美食
1633,美食
1634,美食
1635,美食
1636,美食
1637,美食
1638,美食
1639,其他生活服务
1640,美食
1641,美食
1642,其他生活服务
1643,美食
1644,美食
1645,超市
1646,其他生活服务
1647,无意义/闲聊
1648,其他生活服务
1649,旅游
1650,无意义/闲聊
1651,美食
1652,无意义/闲聊
1653,其他生活服务
1654,其他生活服务
1655,其他生活服务
1656,按摩
1657,美食
1658,超市
1659,美食
1660,其他生活服务
1661,其他生活服务
1662,美食
1663,无意义/闲聊
1664,美食
1665,美食
1666,其他生活服务
1667,其他生活服务
1668,美食
1669,电影
1670,美食
1671,美食
1672,美食
1673,其他生活服务
1674,其他生活服务
1675,无意义/闲聊
1676,美食
1677,无意义/闲聊
1678,美食
1679,美食
1680,其他生活服务
1681,其他生活服务
1682,无意义/闲聊
1683,无意义/闲聊
1684,地址/地标
1685,美食
1686,无意义/闲聊
1687,美食
1688,美食
1689,美食
1690,其他生活服务
1691,其他生活服务
1692,美食
1693,无意义/闲聊
1694,其他生活服务
1695,美食
1696,无意义/闲聊
1697,无意义/闲聊
1698,其他生活服务
1699,其他生活服务
1700,美食
1701,其他生活服务
1702,其他生活服务
1703,美食
1704,美食
1705,美食
1706,美食
1707,其他生活服务
1708,无意义/闲聊
1709,无意义/闲聊
1710,美食
1711,美食
1712,美食
1713,美食
1714,无意义/闲聊
1715,美食
1716,美食
1717,美食
1718,美食
1719,无意义/闲聊
1720,美食
1721,地址/地标
1722,美食
1723,无意义/闲聊
1724,其他生活服务
1725,美食
1726,其他生活服务
1727,其他生活服务
1728,美食
1729,美食
1730,超市
1731,美食
1732,其他生活服务
1733,美食
1734,无意义/闲聊
1735,美食
1736,电影
1737,无意义/闲聊
1738,美食
1739,美食
1740,美食
1741,美食
1742,美食
1743,美食
1744,无意义/闲聊
1745,美食
1746,其他生活服务
1747,其他生活服务
1748,美食
1749,美食
1750,超市
1751,旅游
1752,美食
1753,其他生活服务
1754,美食
1755,其他生活服务
1756,其他生活服务
1757,其他生活服务
1758,美食
1759,美食
1760,美食
1761,美食
1762,美食
1763,无意义/闲聊
1764,其他生活服务
1765,其他生活服务
1766,美食
1767,美食
1768,美食
1769,美食
1770,无意义/闲聊
1771,美食
1772,其他生活服务
1773,其他生活服务
1774,其他生活服务
1775,按摩
1776,无意义/闲聊
1777,美食
1778,美食
1779,无意义/闲聊
1780,其他生活服务
1781,美食
1782,美食
1783,其他生活服务
1784,美食
1785,其他生活服务
1786,美食
1787,其他生活服务
1788,美食
1789,美食
1790,美食
1791,美食
